% Model:              version04.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 14 2023, 16:33
% Dimension:          1
% Nodes:              1649
% Expressions:        101
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-13.037200766885745,1.330623064678804E22,2.661220961777795E22,3.991818858876768E22,5.322416755975753E22,6.653014653074745E22,7.983612550173741E22,9.314210447272701E22,1.0644808344371689E23,1.1975406241470681E23,1.3306004138569626E23,1.4636602035668699E23,1.5967199932767585E23,1.7297797829866584E23,1.8628395726965654E23,1.9958993624064596E23,2.1289591521163534E23,2.262018941826255E23,2.395078731536149E23,2.5281385212460494E23,2.6611983109559537E23,2.794258100665851E23,2.9273178903757484E23,3.0603776800856524E23,3.1934374697955536E23,3.326497259505444E23,3.4595570492153447E23,3.5926168389252526E23,3.7256766286351424E23,3.858736418345052E23,3.991796208054937E23,4.1248559977648535E23,4.257915787474735E23,4.390975577184619E23,4.5240353668945344E23,4.657095156604433E23,4.7901549463143295E23,4.92321473602422E23,5.0562745257341226E23,5.1893343154440265E23,5.3223941051539244E23,5.455453894863811E23,5.588513684573708E23,5.721573474283598E23,5.854633263993509E23,5.98769305370343E23,6.120752843413301E23,6.253812633123202E23,6.386872422833125E23,6.519932212543012E23,6.652992002252923E23,6.786051791962815E23,6.91911158167271E23,7.05217137138259E23,7.185231161092501E23,7.318290950802407E23,7.451350740512323E23,7.584410530222204E23,7.71747031993211E23,7.850530109642E23,7.983589899351909E23,8.116649689061764E23,8.249709478771707E23,8.382769268481566E23,8.515829058191523E23,8.648888847901388E23,8.781948637611276E23,8.915008427321197E23,9.048068217031108E23,9.181128006740984E23,9.314187796450876E23,9.447247586160792E23,9.58030737587067E23,9.713367165580603E23,9.846426955290509E23,9.979486745000349E23,1.011254653471027E24,1.0245606324420135E24,1.037866611413009E24,1.051172590383999E24,1.0644785693549889E24,1.0777845483259775E24,1.0910905272969637E24,1.1043965062679527E24,1.1177024852389431E24,1.1310084642099336E24,1.1443144431809255E24,1.1576204221519189E24,1.170926401122904E24,1.184232380093892E24,1.1975383590648863E24,1.2108443380358762E24,1.2241503170068637E24,1.237456295977851E24,1.250762274948847E24,1.2640682539198364E24,1.2773742328908218E24,1.290680211861813E24,1.303986190832805E24,1.3172921698037934E24,1.3305981487747836E24,1.3439041277457717E24
-12.998833322544183,1.3446200963065014E22,2.6892154205774033E22,4.033810744848287E22,5.378406069119186E22,6.723001393390098E22,8.067596717661004E22,9.412192041931881E22,1.0756787366202786E23,1.2101382690473667E23,1.3445978014744547E23,1.4790573339015503E23,1.6135168663286352E23,1.7479763987557212E23,1.8824359311828187E23,2.016895463609907E23,2.1513549960369847E23,2.2858145284640845E23,2.420274060891169E23,2.5547335933182586E23,2.6891931257453524E23,2.823652658172445E23,2.9581121905995358E23,3.0925717230266246E23,3.227031255453722E23,3.361490787880806E23,3.4959503203078904E23,3.630409852734992E23,3.764869385162076E23,3.8993289175891757E23,4.033788450016252E23,4.1682479824433625E23,4.3027075148704475E23,4.4371670472975104E23,4.571626579724605E23,4.706086112151706E23,4.840545644578783E23,4.97500517700587E23,5.109464709432967E23,5.2439242418600635E23,5.378383774287153E23,5.5128433067142215E23,5.647302839141314E23,5.7817623715684E23,5.9162219039955175E23,6.050681436422612E23,6.185140968849673E23,6.319600501276771E23,6.454060033703876E23,6.588519566130967E23,6.722979098558053E23,6.857438630985154E23,6.991898163412243E23,7.12635769583929E23,7.260817228266413E23,7.3952767606935E23,7.529736293120602E23,7.664195825547678E23,7.798655357974774E23,7.933114890401847E23,8.067574422828979E23,8.202033955256026E23,8.336493487683131E23,8.470953020110223E23,8.605412552537331E23,8.739872084964402E23,8.874331617391475E23,9.008791149818586E23,9.143250682245695E23,9.277710214672756E23,9.412169747099836E23,9.546629279526937E23,9.681088811954023E23,9.815548344381152E23,9.950007876808224E23,1.0084467409235277E24,1.0218926941662393E24,1.0353386474089455E24,1.0487846006516572E24,1.0622305538943649E24,1.0756765071370777E24,1.0891224603797825E24,1.1025684136224907E24,1.1160143668651992E24,1.129460320107908E24,1.142906273350617E24,1.1563522265933274E24,1.1697981798360393E24,1.1832441330787447E24,1.196690086321454E24,1.210136039564166E24,1.2235819928068707E24,1.2370279460495815E24,1.250473899292288E24,1.2639198525350012E24,1.2773658057777098E24,1.2908117590204147E24,1.3042577122631242E24,1.3177036655058365E24,1.3311496187485425E24,1.3445955719912538E24,1.3580415252339603E24
-12.949566905523644,1.3622418396398452E22,2.724459408584515E22,4.0866769775291785E22,5.448894546473834E22,6.811112115418531E22,8.173329684363215E22,9.535547253307867E22,1.0897764822252523E23,1.2259982391197211E23,1.3622199960141865E23,1.4984417529086586E23,1.6346635098031237E23,1.7708852666975853E23,1.907107023592061E23,2.0433287804865305E23,2.1795505373809887E23,2.315772294275463E23,2.4519940511699196E23,2.588215808064386E23,2.7244375649588575E23,2.860659321853329E23,2.996881078747792E23,3.133102835642273E23,3.2693245925367265E23,3.405546349431199E23,3.541768106325668E23,3.677989863220131E23,3.814211620114607E23,3.950433377009064E23,4.0866551339035334E23,4.2228768907980185E23,4.3590986476924707E23,4.495320404586924E23,4.631542161481398E23,4.767763918375861E23,4.9039856752703404E23,5.040207432164795E23,5.176429189059265E23,5.312650945953751E23,5.44887270284822E23,5.5850944597426616E23,5.7213162166371285E23,5.857537973531587E23,5.993759730426083E23,6.129981487320545E23,6.266203244214998E23,6.402425001109454E23,6.538646758003951E23,6.67486851489841E23,6.811090271792889E23,6.947312028687357E23,7.083533785581823E23,7.219755542476271E23,7.355977299370751E23,7.492199056265218E23,7.628420813159713E23,7.764642570054132E23,7.900864326948638E23,8.037086083843074E23,8.173307840737557E23,8.309529597632E23,8.445751354526492E23,8.581973111420952E23,8.71819486831545E23,8.854416625209901E23,8.990638382104354E23,9.126860138998827E23,9.263081895893306E23,9.399303652787759E23,9.535525409682203E23,9.671747166576705E23,9.807968923471158E23,9.944190680365654E23,1.0080412437260107E24,1.0216634194154522E24,1.0352855951049034E24,1.048907770794347E24,1.0625299464837994E24,1.076152122173243E24,1.089774297862694E24,1.1033964735521351E24,1.1170186492415812E24,1.1306408249310288E24,1.1442630006204731E24,1.1578851763099208E24,1.1715073519993697E24,1.1851295276888184E24,1.1987517033782666E24,1.212373879067709E24,1.2259960547571595E24,1.2396182304466064E24,1.2532404061360508E24,1.2668625818254912E24,1.2804847575149458E24,1.294106933204389E24,1.3077291088938327E24,1.3213512845832836E24,1.3349734602727317E24,1.348595635962178E24,1.362217811651624E24,1.3758399873410703E24
-12.88181271056828,1.3871481165209835E22,2.7742726768648006E22,4.1613972372085965E22,5.548521797552416E22,6.9356463578962545E22,8.322770918240065E22,9.709895478583853E22,1.1097020038927697E23,1.2484144599271515E23,1.3871269159615293E23,1.5258393719959162E23,1.6645518280302944E23,1.8032642840646732E23,1.941976740099066E23,2.0806891961334433E23,2.219401652167814E23,2.3581141082022026E23,2.4968265642365784E23,2.635539020270962E23,2.7742514763053438E23,2.912963932339731E23,3.051676388374104E23,3.190388844408502E23,3.329101300442881E23,3.4678137564772665E23,3.606526212511636E23,3.745238668546031E23,3.8839511245804094E23,4.0226635806147986E23,4.16137603664917E23,4.30008849268357E23,4.43880094871794E23,4.577513404752297E23,4.716225860786696E23,4.854938316821076E23,4.9936507728554555E23,5.132363228889829E23,5.2710756849242145E23,5.409788140958606E23,5.548500596992987E23,5.687213053027346E23,5.8259255090617385E23,5.9646379650961204E23,6.103350421130511E23,6.242062877164908E23,6.380775333199268E23,6.519487789233637E23,6.658200245268057E23,6.796912701302418E23,6.935625157336797E23,7.074337613371193E23,7.213050069405568E23,7.351762525439925E23,7.490474981474343E23,7.629187437508721E23,7.767899893543113E23,7.906612349577464E23,8.045324805611877E23,8.184037261646234E23,8.322749717680637E23,8.461462173714983E23,8.600174629749398E23,8.738887085783748E23,8.877599541818179E23,9.016311997852517E23,9.155024453886921E23,9.293736909921293E23,9.432449365955709E23,9.57116182199005E23,9.709874278024412E23,9.848586734058842E23,9.98729919009319E23,1.0126011646127615E24,1.0264724102161983E24,1.0403436558196318E24,1.054214901423073E24,1.068086147026508E24,1.0819573926299523E24,1.0958286382333856E24,1.1096998838368263E24,1.1235711294402633E24,1.1374423750436986E24,1.1513136206471384E24,1.1651848662505747E24,1.1790561118540153E24,1.192927357457456E24,1.206798603060894E24,1.2206698486643302E24,1.234541094267766E24,1.248412339871206E24,1.2622835854746439E24,1.2761548310780805E24,1.290026076681517E24,1.3038973222849597E24,1.317768567888399E24,1.3316398134918338E24,1.3455110590952734E24,1.3593823046987138E24,1.3732535503021504E24,1.3871247959055884E24,1.4009960415090266E24
-12.871285856794277,1.3909289648173118E22,2.7818344975334243E22,4.17274003024952E22,5.563645562965632E22,6.954551095681755E22,8.345456628397876E22,9.736362161113969E22,1.1127267693830079E23,1.2518173226546186E23,1.3909078759262275E23,1.5299984291978437E23,1.669088982469451E23,1.8081795357410604E23,1.947270089012679E23,2.0863606422842844E23,2.2254511955558897E23,2.364541748827508E23,2.503632302099109E23,2.642722855370727E23,2.7818134086423374E23,2.9209039619139534E23,3.059994515185554E23,3.199085068457182E23,3.338175621728788E23,3.477266175000396E23,3.6163567282720054E23,3.755447281543633E23,3.894537834815237E23,4.033628388086856E23,4.172718941358457E23,4.311809494630087E23,4.4509000479016794E23,4.589990601173268E23,4.729081154444897E23,4.868171707716522E23,5.0072622609881154E23,5.1463528142597157E23,5.285443367531335E23,5.424533920802958E23,5.5636244740745695E23,5.702715027346165E23,5.841805580617778E23,5.9808961338893837E23,6.119986687161003E23,6.259077240432635E23,6.398167793704213E23,6.537258346975829E23,6.676348900247455E23,6.815439453519056E23,6.954530006790671E23,7.09362056006229E23,7.232711113333903E23,7.371801666605496E23,7.510892219877135E23,7.64998277314874E23,7.789073326420358E23,7.928163879691924E23,8.067254432963584E23,8.206344986235158E23,8.345435539506793E23,8.484526092778386E23,8.623616646050028E23,8.762707199321625E23,8.90179775259327E23,9.040888305864848E23,9.179978859136463E23,9.319069412408069E23,9.458159965679697E23,9.597250518951294E23,9.736341072222865E23,9.87543162549451E23,1.0014522178766118E24,1.015361273203777E24,1.0292703285309355E24,1.0431793838580905E24,1.0570884391852585E24,1.0709974945124151E24,1.0849065498395792E24,1.098815605166741E24,1.1127246604939033E24,1.12663371582106E24,1.1405427711482185E24,1.1544518264753842E24,1.1683608818025422E24,1.1822699371297046E24,1.1961789924568681E24,1.2100880477840316E24,1.2239971031111873E24,1.2379061584383472E24,1.2518152137655115E24,1.2657242690926712E24,1.279633324419831E24,1.2935423797469932E24,1.307451435074156E24,1.3213604904013188E24,1.3352695457284747E24,1.3491786010556392E24,1.363087656382802E24,1.3769967117099632E24,1.3909057670371264E24,1.404814822364283E24
-12.847313485089805,1.3993836047810376E22,2.7987440239371738E22,4.198104443093303E22,5.597464862249423E22,6.996825281405588E22,8.396185700561727E22,9.795546119717847E22,1.119490653887396E23,1.2594266958030109E23,1.3993627377186224E23,1.539298779634242E23,1.6792348215498477E23,1.8191708634654613E23,1.959106905381081E23,2.0990429472966928E23,2.2389789892122993E23,2.3789150311279223E23,2.5188510730435208E23,2.65878711495914E23,2.798723156874755E23,2.938659198790374E23,3.078595240705977E23,3.218531282621607E23,3.35846732453722E23,3.498403366452829E23,3.638339408368441E23,3.7782754502840644E23,3.918211492199676E23,4.058147534115292E23,4.1980835760309004E23,4.338019617946528E23,4.4779556598621276E23,4.61789170177772E23,4.757827743693348E23,4.897763785608967E23,5.03769982752458E23,5.177635869440178E23,5.317571911355803E23,5.4575079532714125E23,5.597443995187038E23,5.7373800371026255E23,5.877316079018242E23,6.017252120933862E23,6.157188162849476E23,6.297124204765109E23,6.437060246680705E23,6.576996288596308E23,6.716932330511941E23,6.856868372427544E23,6.996804414343163E23,7.136740456258787E23,7.276676498174397E23,7.416612540089985E23,7.556548582005615E23,7.696484623921238E23,7.836420665836859E23,7.976356707752451E23,8.116292749668082E23,8.256228791583677E23,8.396164833499307E23,8.536100875414887E23,8.67603691733053E23,8.815972959246127E23,8.955909001161781E23,9.095845043077372E23,9.235781084992978E23,9.375717126908594E23,9.515653168824252E23,9.655589210739814E23,9.795525252655406E23,9.93546129457105E23,1.0075397336486655E24,1.021533337840231E24,1.0355269420317914E24,1.0495205462233486E24,1.0635141504149115E24,1.0775077546064699E24,1.0915013587980374E24,1.1054949629895943E24,1.119488567181158E24,1.1334821713727177E24,1.1474757755642776E24,1.1614693797558376E24,1.1754629839474004E24,1.1894565881389602E24,1.2034501923305265E24,1.2174437965220864E24,1.2314374007136455E24,1.2454310049052075E24,1.2594246090967722E24,1.2734182132883326E24,1.2874118174798914E24,1.301405421671449E24,1.3153990258630155E24,1.32939263005458E24,1.3433862342461358E24,1.3573798384376997E24,1.371373442629263E24,1.3853670468208213E24,1.399360651012385E24,1.4133542552039454E24
-12.777454160480122,1.4241841423128426E22,2.848345835672387E22,4.27250752903191E22,5.696669222391446E22,7.120830915751E22,8.544992609110539E22,9.969154302470073E22,1.1393315995829608E23,1.2817477689189152E23,1.4241639382548684E23,1.5665801075908272E23,1.7089962769267725E23,1.8514124462627262E23,1.993828615598687E23,2.1362447849346474E23,2.2786609542705847E23,2.4210771236065498E23,2.563493292942496E23,2.7059094622784512E23,2.848325631614412E23,2.9907418009503707E23,3.1331579702863126E23,3.275574139622273E23,3.4179903089582295E23,3.5604064782941765E23,3.702822647630132E23,3.845238816966098E23,3.987654986302059E23,4.130071155637996E23,4.272487324973949E23,4.414903494309921E23,4.557319663645866E23,4.699735832981801E23,4.842152002317777E23,4.984568171653724E23,5.126984340989674E23,5.2694005103256264E23,5.411816679661575E23,5.5542328489975446E23,5.696649018333511E23,5.839065187669429E23,5.981481357005391E23,6.123897526341349E23,6.266313695677302E23,6.408729865013275E23,6.551146034349204E23,6.693562203685142E23,6.835978373021142E23,6.978394542357066E23,7.120810711693031E23,7.263226881028982E23,7.405643050364945E23,7.548059219700863E23,7.690475389036858E23,7.832891558372799E23,7.975307727708778E23,8.117723897044697E23,8.260140066380659E23,8.402556235716601E23,8.544972405052593E23,8.687388574388503E23,8.829804743724486E23,8.972220913060431E23,9.11463708239642E23,9.257053251732355E23,9.3994694210683E23,9.541885590404263E23,9.684301759740232E23,9.826717929076155E23,9.969134098412081E23,1.0111550267748088E24,1.0253966437084023E24,1.0396382606420011E24,1.0538798775755939E24,1.0681214945091861E24,1.0823631114427827E24,1.0966047283763743E24,1.1108463453099752E24,1.1250879622435728E24,1.1393295791771677E24,1.1535711961107602E24,1.1678128130443548E24,1.1820544299779494E24,1.196296046911544E24,1.2105376638451406E24,1.224779280778739E24,1.2390208977123352E24,1.2532625146459288E24,1.2675041315795226E24,1.28174574851312E24,1.295987365446714E24,1.3102289823803087E24,1.3244705993138995E24,1.3387122162475017E24,1.3529538331810958E24,1.367195450114689E24,1.3814370670482875E24,1.395678683981883E24,1.40992030091548E24,1.4241619178490757E24,1.4384035347826687E24
-12.712813181731132,1.4472563893871393E22,2.8944910259524194E22,4.341725662517669E22,5.7889602990829415E22,7.236194935648242E22,8.683429572213516E22,1.0130664208778763E23,1.1577898845344047E23,1.3025133481909289E23,1.4472368118474566E23,1.5919602755039874E23,1.7366837391605092E23,1.8814072028170364E23,2.0261306664735653E23,2.1708541301301E23,2.315577593786613E23,2.4603010574431507E23,2.6050245210996665E23,2.7497479847561994E23,2.894471448412723E23,3.039194912069256E23,3.1839183757257824E23,3.3286418393823106E23,3.473365303038842E23,3.61808876669537E23,3.7628122303518906E23,3.907535694008424E23,4.0522591576649504E23,4.196982621321481E23,4.341706084978005E23,4.4864295486345465E23,4.6311530122910626E23,4.775876475947579E23,4.920599939604113E23,5.0653234032606426E23,5.210046866917167E23,5.354770330573682E23,5.4994937942302085E23,5.6442172578867635E23,5.788940721543281E23,5.933664185199798E23,6.078387648856307E23,6.22311111251285E23,6.367834576169369E23,6.512558039825908E23,6.657281503482423E23,6.80200496713894E23,6.946728430795507E23,7.091451894452013E23,7.236175358108553E23,7.38089882176507E23,7.525622285421615E23,7.67034574907812E23,7.815069212734661E23,7.959792676391194E23,8.104516140047724E23,8.24923960370422E23,8.393963067360755E23,8.538686531017294E23,8.683409994673841E23,8.828133458330323E23,8.97285692198689E23,9.117580385643384E23,9.262303849299942E23,9.407027312956466E23,9.55175077661298E23,9.696474240269517E23,9.84119770392606E23,9.985921167582557E23,1.0130644631239091E24,1.0275368094895619E24,1.0420091558552134E24,1.056481502220871E24,1.070953848586521E24,1.0854261949521705E24,1.0998985413178255E24,1.1143708876834763E24,1.128843234049133E24,1.1433155804147853E24,1.1577879267804386E24,1.1722602731460888E24,1.1867326195117395E24,1.201204965877393E24,1.2156773122430432E24,1.2301496586086987E24,1.2446220049743524E24,1.259094351340007E24,1.273566697705658E24,1.2880390440713092E24,1.3025113904369623E24,1.3169837368026157E24,1.3314560831682671E24,1.345928429533916E24,1.360400775899575E24,1.3748731222652283E24,1.3893454686308768E24,1.403817814996532E24,1.4182901613621873E24,1.4327625077278372E24,1.4472348540934908E24,1.4617072004591426E24
-12.711271952395869,1.4478058031136186E22,2.8955898701249727E22,4.3433739371363055E22,5.791158004147655E22,7.238942071159037E22,8.68672613817039E22,1.0134510205181719E23,1.158229427219306E23,1.3030078339204425E23,1.4477862406215768E23,1.5925646473227144E23,1.7373430540238446E23,1.8821214607249758E23,2.026899867426119E23,2.1716782741272594E23,2.3164566808283842E23,2.4612350875295262E23,2.6060134942306534E23,2.7507919009317886E23,2.895570307632928E23,3.040348714334063E23,3.185127121035202E23,3.329905527736336E23,3.4746839344374726E23,3.619462341138606E23,3.76424074783975E23,3.9090191545408817E23,4.05379756124202E23,4.198575967943153E23,4.3433543746442834E23,4.4881327813454314E23,4.6329111880465626E23,4.777689594747686E23,4.9224680014488244E23,5.067246408149972E23,5.2120248148510955E23,5.35680322155222E23,5.50158162825336E23,5.64636003495451E23,5.791138441655648E23,5.9359168483567624E23,6.080695255057891E23,6.225473661759035E23,6.37025206846017E23,6.515030475161317E23,6.659808881862436E23,6.804587288563566E23,6.949365695264735E23,7.094144101965844E23,7.238922508666996E23,7.383700915368121E23,7.528479322069282E23,7.673257728770383E23,7.818036135471537E23,7.962814542172662E23,8.107592948873814E23,8.252371355574918E23,8.39714976227607E23,8.541928168977199E23,8.686706575678366E23,8.83148498237945E23,8.976263389080627E23,9.121041795781734E23,9.265820202482919E23,9.410598609184025E23,9.55537701588517E23,9.700155422586308E23,9.844933829287446E23,9.989712235988551E23,1.0134490642689683E24,1.0279269049390834E24,1.0424047456091952E24,1.0568825862793128E24,1.0713604269494262E24,1.0858382676195349E24,1.100316108289651E24,1.1147939489597621E24,1.1292717896298769E24,1.1437496302999918E24,1.1582274709701046E24,1.1727053116402177E24,1.1871831523103297E24,1.2016609929804442E24,1.216138833650557E24,1.2306166743206703E24,1.245094514990785E24,1.2595723556609013E24,1.274050196331013E24,1.2885280370011236E24,1.3030058776712408E24,1.3174837183413548E24,1.3319615590114656E24,1.3464393996815748E24,1.3609172403516936E24,1.3753950810218076E24,1.3898729216919165E24,1.4043507623620358E24,1.4188286030321522E24,1.433306443702263E24,1.4477842843723757E24,1.4622621250424867E24
-12.704154037372351,1.4502051057260003E22,2.900388551692556E22,4.350571997659093E22,5.800755443625655E22,7.250938889592221E22,8.701122335558761E22,1.0151305781525305E23,1.1601489227491855E23,1.3051672673458425E23,1.4501856119424953E23,1.595203956539157E23,1.740222301135802E23,1.885240645732458E23,2.0302589903291226E23,2.1752773349257777E23,2.3202956795224185E23,2.4653140241190884E23,2.6103323687157335E23,2.755350713312393E23,2.9003690579090455E23,3.0453874025057014E23,3.1904057471023576E23,3.335424091699015E23,3.480442436295679E23,3.625460780892327E23,3.7704791254889816E23,3.91549747008565E23,4.060515814682296E23,4.205534159278951E23,4.350552503875604E23,4.4955708484722786E23,4.640589193068923E23,4.78560753766556E23,4.930625882262237E23,5.075644226858887E23,5.2206625714555353E23,5.365680916052176E23,5.510699260648855E23,5.6557176052455146E23,5.800735949842174E23,5.945754294438803E23,6.09077263903546E23,6.23579098363211E23,6.380809328228767E23,6.525827672825445E23,6.67084601742207E23,6.815864362018726E23,6.960882706615416E23,7.105901051212074E23,7.250919395808719E23,7.395937740405375E23,7.540956085002025E23,7.685974429598655E23,7.830992774195341E23,7.976011118791985E23,8.121029463388664E23,8.266047807985278E23,8.411066152581975E23,8.556084497178597E23,8.70110284177529E23,8.846121186371882E23,8.99113953096859E23,9.136157875565228E23,9.281176220161908E23,9.42619456475855E23,9.571212909355178E23,9.716231253951863E23,9.861249598548546E23,1.0006267943145166E24,1.0151286287741821E24,1.0296304632338484E24,1.0441322976935136E24,1.058634132153182E24,1.0731359666128447E24,1.0876378010725081E24,1.1021396355321753E24,1.1166414699918372E24,1.1311433044515061E24,1.1456451389111707E24,1.1601469733708398E24,1.1746488078305024E24,1.189150642290166E24,1.2036524767498311E24,1.2181543112094953E24,1.2326561456691644E24,1.247157980128831E24,1.2616598145885E24,1.276161649048161E24,1.2906634835078242E24,1.3051653179674909E24,1.319667152427159E24,1.3341689868868224E24,1.348670821346483E24,1.363172655806155E24,1.3776744902658195E24,1.392176324725482E24,1.4066781591851537E24,1.4211799936448206E24,1.435681828104484E24,1.4501836625641462E24,1.4646854970238119E24
-12.702925748698538,1.4505864538470046E22,2.9011512615103172E22,4.351716069173611E22,5.802280876836909E22,7.252845684500259E22,8.703410492163557E22,1.0153975299826855E23,1.1604540107490181E23,1.3055104915153474E23,1.4505669722816752E23,1.595623453048012E23,1.7406799338143353E23,1.8857364145806663E23,2.0307928953470056E23,2.1758493761133373E23,2.320905856879654E23,2.4659623376460012E23,2.611018818412323E23,2.7560752991786545E23,2.9011317799449858E23,3.0461882607113194E23,3.191244741477651E23,3.3363012222439834E23,3.481357703010323E23,3.6264141837766426E23,3.7714706645429756E23,3.91652714530932E23,4.0615836260756355E23,4.206640106841979E23,4.3516965876083035E23,4.496753068374648E23,4.641809549140973E23,4.7868660299072924E23,4.9319225106736335E23,5.076978991439962E23,5.222035472206283E23,5.367091952972601E23,5.512148433738949E23,5.6572049145052876E23,5.80226139527162E23,5.9473178760379315E23,6.092374356804267E23,6.237430837570601E23,6.382487318336924E23,6.527543799103267E23,6.672600279869578E23,6.817656760635911E23,6.962713241402273E23,7.107769722168593E23,7.252826202934924E23,7.397882683701259E23,7.5429391644676E23,7.687995645233896E23,7.833052126000258E23,7.978108606766593E23,8.12316508753292E23,8.268221568299229E23,8.413278049065584E23,8.558334529831888E23,8.70339101059825E23,8.848447491364543E23,8.993503972130913E23,9.138560452897222E23,9.283616933663582E23,9.428673414429894E23,9.573729895196205E23,9.718786375962564E23,9.863842856728893E23,1.000889933749522E24,1.0153955818261534E24,1.0299012299027891E24,1.0444068779794191E24,1.058912526056056E24,1.0734181741326901E24,1.0879238222093185E24,1.1024294702859532E24,1.1169351183625826E24,1.1314407664392186E24,1.1459464145158533E24,1.1604520625924875E24,1.1749577106691187E24,1.1894633587457503E24,1.2039690068223817E24,1.218474654899014E24,1.2329803029756483E24,1.2474859510522846E24,1.2619915991289196E24,1.2764972472055484E24,1.29100289528218E24,1.305508543358816E24,1.3200141914354514E24,1.3345198395120802E24,1.3490254875887114E24,1.36353113566535E24,1.3780367837419809E24,1.392542431818613E24,1.40704807989525E24,1.4215537279718853E24,1.4360593760485143E24,1.450565024125148E24,1.465070672201779E24
-12.696299926645771,1.4529097397577397E22,2.905797917156478E22,4.358686094555191E22,5.811574271953922E22,7.264462449352683E22,8.717350626751401E22,1.0170238804150121E23,1.1623126981548844E23,1.3076015158947572E23,1.4528903336346293E23,1.598179151374508E23,1.7434679691143754E23,1.8887567868542447E23,2.0340456045941297E23,2.179334422334002E23,2.3246232400738653E23,2.469912057813745E23,2.6152008755536085E23,2.7604896932934855E23,2.905778511033363E23,3.0510673287732405E23,3.1963561465131074E23,3.3416449642529844E23,3.486933781992856E23,3.632222599732729E23,3.7775114174726006E23,3.92280023521249E23,4.068089052952352E23,4.213377870692222E23,4.3586666884321006E23,4.503955506171989E23,4.6492443239118586E23,4.7945331416516987E23,4.939821959391586E23,5.085110777131466E23,5.2303995948713343E23,5.375688412611189E23,5.5209772303510796E23,5.666266048090964E23,5.811554865830829E23,5.9568436835707E23,6.10213250131056E23,6.247421319050439E23,6.392710136790307E23,6.537998954530202E23,6.683287772270053E23,6.828576590009916E23,6.973865407749827E23,7.119154225489692E23,7.26444304322956E23,7.409731860969427E23,7.555020678709309E23,7.700309496449153E23,7.845598314189044E23,7.99088713192893E23,8.136175949668824E23,8.281464767408659E23,8.426753585148558E23,8.572042402888404E23,8.717331220628309E23,8.862620038368146E23,9.007908856108043E23,9.153197673847905E23,9.29848649158781E23,9.443775309327664E23,9.589064127067523E23,9.73435294480742E23,9.879641762547309E23,1.0024930580287146E24,1.0170219398027002E24,1.0315508215766909E24,1.0460797033506775E24,1.0606085851246664E24,1.0751374668986535E24,1.0896663486726369E24,1.1041952304466258E24,1.1187241122206096E24,1.1332529939946008E24,1.1477818757685873E24,1.1623107575425782E24,1.1768396393165623E24,1.1913685210905457E24,1.2058974028645346E24,1.220426284638521E24,1.2349551664125127E24,1.2494840481865002E24,1.2640129299604878E24,1.2785418117344716E24,1.2930706935084605E24,1.307599575282449E24,1.3221284570564362E24,1.3366573388304197E24,1.3511862206044046E24,1.365715102378397E24,1.3802439841523832E24,1.394772865926369E24,1.4093017477003632E24,1.4238306294743494E24,1.438359511248334E24,1.4528883930223234E24,1.4674172747963089E24
